Wall time,Step,Value
1746121741.5101738,1,0.0
1746121748.2129838,2,0.0
1746121754.5299728,3,0.0
1746121761.9674866,4,0.0
1746121769.9977164,5,0.0
1746121780.9791968,6,0.0
1746121789.136083,7,0.0
1746121798.879688,8,0.0
1746121810.7547376,9,0.0
1746121822.8991084,10,0.0
1746121842.9190912,11,0.0
1746121858.3297808,12,0.0
1746121875.485117,13,0.0
1746121894.030279,14,0.0010504202218726277
1746121915.3329194,15,0.0
1746121942.61982,16,0.0011074197245761752
1746121965.8338788,17,0.0
1746121990.8952606,18,0.002436053706333041
1746122016.8902748,19,0.0012738853693008423
1746122043.0065784,20,0.0
1746122074.9795773,21,0.0013210040051490068
1746122101.416791,22,0.001396648003719747
1746122128.5751889,23,0.002998500829562545
1746122155.6478362,24,0.0
1746122183.175723,25,0.0016722407890483737
1746122215.468803,26,0.007079645991325378
1746122242.937614,27,0.007736944127827883
1746122270.507172,28,0.004149377811700106
1746122298.1983929,29,0.0021321962121874094
1746122325.8522394,30,0.006637168116867542
1746122358.715301,31,0.0022522523067891598
1746122387.0234733,32,0.0023041474632918835
1746122415.267084,33,0.0023809524718672037
1746122443.324078,34,0.009685230441391468
1746122472.1532981,35,0.0
1746122505.3715417,36,0.0076726339757442474
1746122533.9444003,37,0.0
1746122562.6655023,38,0.002739726100116968
1746122591.2359762,39,0.011142061091959476
1746122620.0538552,40,0.00561797758564353
1746122654.0527294,41,0.00845070369541645
1746122683.302251,42,0.005649717524647713
1746122712.7739646,43,0.0
1746122742.0129824,44,0.005899704992771149
1746122770.9449384,45,0.008955223485827446
1746122804.6971886,46,0.009009009227156639
1746122833.6002724,47,0.00909090880304575
1746122862.5714333,48,0.0061349691823124886
1746122892.1507044,49,0.006211180239915848
1746122921.6535532,50,0.015479875728487968
1746122956.050956,51,0.012618296779692173
1746122985.291917,52,0.009523809887468815
1746123014.7460456,53,0.0032362460624426603
1746123043.9765823,54,0.006644518114626408
1746123072.721139,55,0.016835017129778862
1746123105.8530426,56,0.006802720949053764
1746123134.0653534,57,0.017006803303956985
1746123162.0441043,58,0.024221453815698624
1746123190.4263585,59,0.03496503457427025
1746123219.0122895,60,0.021352313458919525
1746123252.5020494,61,0.014492753893136978
1746123280.8491328,62,0.00374531839042902
1746123309.0582724,63,0.015384615398943424
1746123337.1587813,64,0.011627906933426857
1746123364.9796066,65,0.0200803205370903
1746123396.9660277,66,0.008196720853447914
1746123424.6571815,67,0.02083333395421505
1746123452.5198126,68,0.01702127605676651
1746123480.409024,69,0.012931033968925476
1746123508.3017206,70,0.03846153989434242
1746123541.3701572,71,0.03448275849223137
1746123569.940339,72,0.026431716978549957
1746123598.1067896,73,0.013513513840734959
1746123626.4816563,74,0.009478673338890076
1746123654.9762785,75,0.033018868416547775
1746123687.658815,76,0.004926108289510012
1746123715.5032759,77,0.024875622242689133
1746123742.913321,78,0.020725388079881668
1746123770.1529534,79,0.02139037474989891
1746123797.2778122,80,0.021621622145175934
1746123828.6905696,81,0.011111111380159855
1746123855.7515786,82,0.016759775578975677
1746123883.0595548,83,0.005681818351149559
1746123909.9745255,84,0.028409091755747795
1746123936.8896792,85,0.04545454680919647
1746123967.8795338,86,0.011627906933426857
1746123994.8667204,87,0.006172839552164078
1746124021.5272593,88,0.01875000074505806
1746124048.3390481,89,0.03726708143949509
1746124075.0580652,90,0.02500000037252903
1746124106.1148803,91,0.06172839552164078
1746124133.120592,92,0.0555555559694767
1746124160.420059,93,0.025477707386016846
1746124187.859549,94,0.026143791154026985
1746124215.3122714,95,0.027027027681469917
1746124247.0418928,96,0.02083333395421505
1746124274.0860105,97,0.03401360660791397
